kanji	yomi
開	ひら
開催	かいさい
開始	かいし
間	あいだ
間違	まちが
関	かか
関す	かんす
関わ	かかわ
関与	かんよ
関係	かんけい
関係書類	かんけいしょるい
関係者	かんけいしゃ
関心	かんしん
関節	かんせつ
関節痛	かんせつつう
関節運動	かんせつうんどう
関連	かんれん
関連付	かんれんづ
閲覧	えつらん
防	ふせ
防止	ぼうし
防災	ぼうさい
防災士	ぼうさいし
防災対策	ぼうさいたいさく
防虫剤	ぼうちゅうざい
限	かぎ
限定	げんてい
限度額	げんどがく
除	のぞ
除去	じょきょ
除外	じょがい
除湿機	じょしつき
陰部	いんぶ
陰部洗浄	いんぶせんじょう
陳列棚	ちんれつだな
隅	すみ
階	かい
階段	かいだん
階段利用時	かいだんりようじ
随時	ずいじ
随時対応型訪問介護看護	ずいじたいおうがたほうもんかいごかんご
隙間	すきま
障害	しょうがい
障害児入所支援	しょうがいじにゅうしょしえん
障害児支援	しょうがいじしえん
障害児支援利用計画	しょうがいじしえんりようけいかく
障害児通所支援	しょうがいじつうしょしえん
障害支援区分	しょうがいしえんくぶん
障害特性	しょうがいとくせい
障害福祉	しょうがいふくし
障害種別	しょうがいしゅべつ
障害者	しょうがいしゃ
障害者基本法	しょうがいしゃきほんほう
障害者基本計画	しょうがいしゃきほんけいかく
障害者差別解消法	しょうがいしゃさべつかいしょうほう
障害者政策委員会	しょうがいしゃせいさくいいんかい
障害者福祉	しょうがいしゃふくし
障害者福祉施設従事者	しょうがいしゃふくししせつじゅうじしゃ
障害者福祉施設等	しょうがいしゃふくししせつとう
障害者総合支援法	しょうがいしゃそうごうしえんほう
障害者虐待	しょうがいしゃぎゃくたい
障害者虐待防止	しょうがいしゃぎゃくたいぼうし
隣	とな
隣室	りんしつ
集	あつま
集中	しゅうちゅう
集団生活	しゅうだんせいかつ
集約	しゅうやく
雇用	こよう
雇用保険制度	こようほけんせいど
雇用義務	こようぎむ
離	はな
難	むずか
難病情報	なんびょうじょうほう
難聴	なんちょう
雰囲気	ふんいき
電動車	でんどうしゃ
電動車椅子	でんどうくるまいす
電気式	でんきしき
電気毛布	でんきもうふ
電話	でんわ
需要	じゅよう
震	ふる
静	しず
静脈	じょうみゃく
静脈血	じょうみゃくけつ
非	ひ
非常食	ひじょうしょく
非接触型体温計	ひせっしょくがたたいいんけい
非言語的	ひげんごてき
面会	めんかい
面接	めんせつ
面接指導	めんせつしどう
靴音	くつおと
音	おと
音声	おんせい
音楽	おんがく
音量	おんりょう
頃	ころ
頃毎年	ころまいとし
項目	こうもく
順	じゅん
順序	じゅんじょ
順番	じゅんばん
預	あず
預か	あずか
頑固	がんこ
頚髄	けいずい
頭受	あたまう
頭部	とうぶ
頭部外傷	とうぶがいしょう
頭頂葉	とうちょうよう
頸部	けいぶ
頻繁	ひんぱん
頼	たの
顆粒層	かりゅうそう
額	ひたい
顎	あご
顔	かお
顔貌	がんぼう
顔面神経	がんめんしんけい
願	ねが
願い	ねがい
類	るい
類似	るいじ
風	かぜ
食	た
食べ	たべ
食事	しょくじ
食事中	しょくじちゅう
食事介護	しょくじかいご
食事動作	しょくじどうさ
食事後	しょくじご
食事摂取	しょくじせっしゅ
食品	しょくひん
食器	しょっき
食堂	しょくどう
食材	しょくざい
食欲増加	しょくよくぞうか
食物	しょくもつ
食物繊維	しょくもつせんい
食道	しょくどう
食道期	しょくどうき
飯	はん
飲	のみ
飲み物	のみもの
飲料水	いんりょうすい
飲酒	いんしゅ
飲食店	いんしょくてん
飲食物	いんしょくぶつ
飼	かい
養子	ようし
養成	ようせい
養親	ようしん
養護	ようご
養護老人	ようごろうじん
養護者	ようごしゃ
香	かおり
駐車場収入	ちゅうしゃじょうしゅうにゅう
骨折	こっせつ
骨盤底筋	こつばんていきん
骨盤底筋訓練	こつばんていきんくんれん
骨粗鬆症	こつそしょうしょう
高	たか
高ま	たかま
高ストレス	こうストレス
高次脳機能障害	こうじのうきのうしょうがい
高温浴	こうおんよく
高血圧	こうけつあつ
高血圧症	こうけつあつしょう
高音域	こうおんいき
高齢	こうれい
高齢者	こうれいしゃ
高齢者世帯	こうれいしゃせたい
高齢者住	こうれいしゃじゅう
高齢者向	こうれいしゃむけ
高齢者本人	こうれいしゃほんにん
高齢者等	こうれいしゃとう
高齢者等終身	こうれいしゃとうしゅうしん
高齢者虐待防止法	こうれいしゃぎゃくたいぼうしほう
麻痺	まひ
麻痺側	まひそく
鼻	はな
鼻毛	はなげ
鼻腔	びくう
